system,driver_file,driver_base,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256
"CrowdResponse","\SystemRoot\System32\drivers\mouhid.sys","0xFFFFF8064A1F0000","C:\Windows\System32\drivers\","mouhid.sys","34816","0x20","ARCHIVE","2018-09-15T07:28:19Z","2023-10-06T17:44:24Z","2018-09-15T07:28:19Z","Microsoft Corporation","HID Mouse Filter Driver","10.0.17763.1 (WinBuild.160101.0800)","mouhid.sys","&#169; Microsoft Corporation. All rights reserved.","mouhid.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","165ae5452b9155025814bae5535e3019","3273a9917756871909ca49cf22fbbfac3e150536","53860753238f6f953fe3b8f64b0953aa885fdcae58c9ead7e29ebdaabc4f96ad"
"CrowdResponse","\SystemRoot\System32\drivers\vmusbmouse.sys","0xFFFFF8064A200000","C:\Windows\System32\drivers\","vmusbmouse.sys","35648","0x20","ARCHIVE","2020-03-30T15:44:52Z","2023-10-06T17:44:28Z","2020-03-30T15:44:52Z","VMware, Inc.","VMware Pointing USB Device Driver","12.5.10.0","vmusbmouse.sys","Copyright &#169; 1998-2019 VMware, Inc.","vmusbmouse.sys","VMware Pointing USB Device Driver","12.5.10.0 build-14169150","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","VMware, Inc.","Embedded","d47c33709308d2e1d3d4aa9d9c34d3b7","d9b4d166ce5365b51331ce428d47213a03cdfcb9","9694fd1e26f71130ab0616ad579c1c7e20f80367c21f7a13203c89de0c978a1a"
"CrowdResponse","\SystemRoot\System32\Drivers\dump_dumpstorport.sys","0xFFFFF8064A220000","C:\Windows\System32\Drivers\","dump_dumpstorport.sys","0","0xffffffff","[Error]","","","","","","","","","","","","FALSE","FALSE","ERROR","Error 0x80092003","","","[Error]","[Error]","[Error]"
"CrowdResponse","\SystemRoot\System32\Drivers\dump_stornvme.sys","0xFFFFF80649910000","C:\Windows\System32\Drivers\","dump_stornvme.sys","0","0xffffffff","[Error]","","","","","","","","","","","","FALSE","FALSE","ERROR","Error 0x80092003","","","[Error]","[Error]","[Error]"
"CrowdResponse","\SystemRoot\System32\Drivers\dump_dumpfve.sys","0xFFFFF80649940000","C:\Windows\System32\Drivers\","dump_dumpfve.sys","0","0xffffffff","[Error]","","","","","","","","","","","","FALSE","FALSE","ERROR","Error 0x80092003","","","[Error]","[Error]","[Error]"
"CrowdResponse","\SystemRoot\System32\win32k.sys","0xFFFF8DDBE8390000","C:\Windows\System32\","win32k.sys","543744","0x20","ARCHIVE","2019-03-12T06:33:12Z","2023-10-06T17:47:13Z","2019-03-12T06:33:12Z","Microsoft Corporation","Full/Desktop Multi-User Win32 Driver","10.0.17763.348 (WinBuild.160101.0800)","win32k.sys","&#169; Microsoft Corporation. All rights reserved.","win32k.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.348","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","6085f435878a66c1f1c3463ae8e05ae3","d1df8266a841e2c2450cc040216a58cf2a0ffcc2","33f3e9273e7c948032e063b5108c97453586ded45d5599603cfe6462d2bdd2a4"
"CrowdResponse","\SystemRoot\System32\win32kfull.sys","0xFFFF8DDBE7C00000","C:\Windows\System32\","win32kfull.sys","3660288","0x20","ARCHIVE","2019-03-12T06:33:12Z","2023-10-06T17:47:13Z","2019-03-12T06:33:12Z","Microsoft Corporation","Full/Desktop Win32k Kernel Driver","10.0.17763.348 (WinBuild.160101.0800)","win32kfull.sys","&#169; Microsoft Corporation. All rights reserved.","win32kfull.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.348","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","8e948444c0081ce6a117a7e1ca856d3e","30f8d1cd9364f5856262683248ccf365c48bc5b4","d115158bdb94de479cf664a651e8797caefa079c6e3b8ccd969c18032637a977"
"CrowdResponse","\SystemRoot\System32\win32kbase.sys","0xFFFF8DDBE7FA0000","C:\Windows\System32\","win32kbase.sys","2488320","0x20","ARCHIVE","2019-03-12T06:33:10Z","2023-10-06T17:47:13Z","2019-03-12T06:33:10Z","Microsoft Corporation","Base Win32k Kernel Driver","10.0.17763.1 (WinBuild.160101.0800)","win32kbase.sys","&#169; Microsoft Corporation. All rights reserved.","win32kbase.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","8c46c9350bd996ee97adf940798b2687","39536ab6c375ada9124599ee75d2037dce440952","8b05864d34db2039dd24ae6951874bce90291a803930416edd59d5dd43bbaeb3"
"CrowdResponse","\SystemRoot\System32\drivers\dxgmms1.sys","0xFFFFF80649960000","C:\Windows\System32\drivers\","dxgmms1.sys","439296","0x20","ARCHIVE","2019-03-12T06:33:10Z","2023-09-20T10:23:43Z","2019-03-12T06:33:10Z","Microsoft Corporation","DirectX Graphics MMS","10.0.17763.55 (WinBuild.160101.0800)","dxgmms1.sys","&#169; Microsoft Corporation. All rights reserved.","dxgmms1.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.55","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","fb6269e733d774d5af378870032239a9","9051977b7dda784f0e59d0dba1fe4ed3e8f59004","314e040bb268c20210d0897819fe185d3b74557d9806ccafdca055d01ecf595c"
"CrowdResponse","\SystemRoot\System32\drivers\dxgmms2.sys","0xFFFFF80649D20000","C:\Windows\System32\drivers\","dxgmms2.sys","863752","0x20","ARCHIVE","2019-03-12T06:33:10Z","2023-10-06T17:44:05Z","2019-03-12T06:33:10Z","Microsoft Corporation","DirectX Graphics MMS","10.0.17763.55 (WinBuild.160101.0800)","dxgmms2.sys","&#169; Microsoft Corporation. All rights reserved.","dxgmms2.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.55","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","d52a0aad2fd855a92a8854fc48c996d1","a31e9596567b1a4839243e02ee5c23693e65916d","27b7b8f070aa5263cd777fcabad57a0f752393f268cd326db5bb48f573a99c02"
"CrowdResponse","\SystemRoot\system32\drivers\luafv.sys","0xFFFFF806492A0000","C:\Windows\system32\drivers\","luafv.sys","135680","0x20","ARCHIVE","2018-09-15T07:28:53Z","2023-10-06T17:44:24Z","2018-09-15T07:28:53Z","Microsoft Corporation","LUA File Virtualization Filter Driver","10.0.17763.1 (WinBuild.160101.0800)","luafv.sys","&#169; Microsoft Corporation. All rights reserved.","luafv.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","03d9ede1e96d1d158bd984d88b1095cc","2904ce887d211bea25b78cdc4666ba8cf6429068","95fcf42c00f0d96704526387f722d64444fa49ee8f2da192fca2b02fab2608ba"
"CrowdResponse","\SystemRoot\system32\drivers\wcifs.sys","0xFFFFF806492D0000","C:\Windows\system32\drivers\","wcifs.sys","169784","0x20","ARCHIVE","2019-03-12T06:33:02Z","2023-10-06T17:44:28Z","2019-03-12T06:33:02Z","Microsoft Corporation","Windows Container Isolation FS Filter Driver","10.0.17763.348 (WinBuild.160101.0800)","wcifs.sys","&#169; Microsoft Corporation. All rights reserved.","wcifs.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.348","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","56c01567804f216661c624708849a288","ddb6d6267ca96de1c8f55f782d132b38084c06bd","67c743ccdeb7492c2c94af8a23c3bee893e792b74752b4d7a104b8a5982f6d60"
"CrowdResponse","\SystemRoot\system32\drivers\cldflt.sys","0xFFFFF8064C460000","C:\Windows\system32\drivers\","cldflt.sys","452096","0x20","ARCHIVE","2019-03-12T06:33:17Z","2023-10-06T17:44:21Z","2019-03-12T06:33:17Z","Microsoft Corporation","Cloud Files Mini Filter Driver","10.0.17763.348 (WinBuild.160101.0800)","cldflt.sys","&#169; Microsoft Corporation. All rights reserved.","cldflt.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.348","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d404b357b9b3ea4bdfc2c5e9c155dc4d","6833b6d8f9e001ca25e59358039aac922e49bbbf","75fdd62471348e40bd2e90ae290a646e79986550a9d38bc9f93d1fca24fe163f"
"CrowdResponse","\SystemRoot\system32\drivers\storqosflt.sys","0xFFFFF8064C4E0000","C:\Windows\system32\drivers\","storqosflt.sys","95544","0x20","ARCHIVE","2019-03-12T06:32:59Z","2023-10-06T17:44:26Z","2019-03-12T06:32:59Z","Microsoft Corporation","Storage QoS Filter","10.0.17763.1 (WinBuild.160101.0800)","storqosflt.sys","&#169; Microsoft Corporation. All rights reserved.","storqosflt.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","eb2501453e8ecd44d8c6fa954d746310","b0bb0397ca69d31f6dfdbced79093968e653d864","be37701e313a42ff1b2d28898f190e210aefa12958460fdeda773963120d53ba"
"CrowdResponse","\SystemRoot\system32\drivers\lltdio.sys","0xFFFFF8064C500000","C:\Windows\system32\drivers\","lltdio.sys","71680","0x20","ARCHIVE","2018-09-15T07:28:52Z","2023-10-06T17:44:23Z","2018-09-15T07:28:52Z","Microsoft Corporation","Link-Layer Topology Mapper I/O Driver","10.0.17763.1 (WinBuild.160101.0800)","LLTDIO.SYS","&#169; Microsoft Corporation. All rights reserved.","LLTDIO.SYS","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","91563b08a4ff7013420a14a1446264ae","04fa5e16ac6819a856063b7b51a7b1236361cdba","75a537094eebf79c1e383d03016e6a4aca6019bf78d8e86370a67cc50d49d606"
"CrowdResponse","\SystemRoot\system32\drivers\mslldp.sys","0xFFFFF8064C520000","C:\Windows\system32\drivers\","mslldp.sys","81920","0x20","ARCHIVE","2018-09-15T07:28:56Z","2023-10-06T17:44:24Z","2018-09-15T07:28:56Z","Microsoft Corporation","Microsoft Link-Layer Discovery Protocol Driver","10.0.17763.1 (WinBuild.160101.0800)","MSLLDP.SYS","&#169; Microsoft Corporation. All rights reserved.","MSLLDP.SYS.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","6479443bb89dbac3bbce9c2517efad0d","b6ea55f95dd3fa779ec2d787779fd0ced233eabd","d0afdd114c5b8a9d2c880d258ced9e99187b21836bdb004003b44e33042b6710"
"CrowdResponse","\SystemRoot\system32\drivers\rspndr.sys","0xFFFFF8064C540000","C:\Windows\system32\drivers\","rspndr.sys","89088","0x20","ARCHIVE","2018-09-15T07:28:52Z","2023-10-06T17:44:26Z","2018-09-15T07:28:52Z","Microsoft Corporation","Link-Layer Topology Responder Driver for NDIS 6","10.0.17763.1 (WinBuild.160101.0800)","RSPNDR.SYS","&#169; Microsoft Corporation. All rights reserved.","RSPNDR.SYS","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","7936e95ffea1758638715c6465b2a739","e42dcd3a5d984b0d574de65b26140717039fe5b4","6f8582ef105fc5b35a086f8433e0d08bf1d8955986835a9c94cc509d7bb6809c"
"CrowdResponse","\SystemRoot\system32\drivers\winquic.sys","0xFFFFF8064C560000","C:\Windows\system32\drivers\","winquic.sys","156984","0x20","ARCHIVE","2018-09-15T07:28:46Z","2023-10-06T17:44:29Z","2018-09-15T07:28:46Z","Microsoft Corporation","Windows QUIC Driver","10.0.17763.1 (WinBuild.160101.0800)","winquic.sys","&#169; Microsoft Corporation. All rights reserved.","winquic.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","33fb24f528b7b48ac594b95557922d6a","6a92399d5721082b14be6f2a938e6ae4b44623fa","272de0dbf81f72c3215ed7b7bd62aeb9cb9e1a4513668e2858cf2f70470e2160"
"CrowdResponse","\SystemRoot\system32\drivers\HTTP.sys","0xFFFFF8064BC00000","C:\Windows\system32\drivers\","HTTP.sys","1259320","0x20","ARCHIVE","2019-03-12T06:33:05Z","2023-10-06T17:44:22Z","2019-03-12T06:33:05Z","Microsoft Corporation","HTTP Protocol Stack","10.0.17763.1 (WinBuild.160101.0800)","http.sys","&#169; Microsoft Corporation. All rights reserved.","http.sys.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","dbe77f1854dd5c3992e7be5f65bdd27d","cb4bee7ae3fb92aa9b4fb619ede9fe11425ca7d1","9b0b6d3bec88294e84d22f51703a014b2a3c3c012ba511763b51d8044c006170"
"CrowdResponse","\SystemRoot\system32\DRIVERS\bowser.sys","0xFFFFF8064BD40000","C:\Windows\system32\DRIVERS\","bowser.sys","116224","0x20","ARCHIVE","2018-09-15T07:28:25Z","2023-10-06T17:44:20Z","2018-09-15T07:28:25Z","Microsoft Corporation","NT Lan Manager Datagram Receiver Driver","10.0.17763.1 (WinBuild.160101.0800)","browser.sys","&#169; Microsoft Corporation. All rights reserved.","browser.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","daff6f23d321df8106cec03bc0e9e964","a3675ddcef6ab1eea601f66244ec2c541affce14","44a81200c3068e3a13448deaa8387b5208299b6d120c42158fa15fa216c83753"
"CrowdResponse","\SystemRoot\System32\drivers\mpsdrv.sys","0xFFFFF8064BD70000","C:\Windows\System32\drivers\","mpsdrv.sys","79360","0x20","ARCHIVE","2018-09-15T07:28:34Z","2023-10-06T17:44:24Z","2018-09-15T07:28:34Z","Microsoft Corporation","Microsoft Protection Service Driver","10.0.17763.1 (WinBuild.160101.0800)","mpsdrv.sys","&#169; Microsoft Corporation. All rights reserved.","mpsdrv.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","ab7c450fa26544ab6d9344a81597b30b","84a8e9a9482b2c0a460ba5d00aac1fc287055ba1","39139a19188ea85b39aa1dda33b82b5f4a6ed543c7e11811ec9ce9db8a41dadc"
"CrowdResponse","\SystemRoot\system32\DRIVERS\mrxsmb.sys","0xFFFFF8064BD90000","C:\Windows\system32\DRIVERS\","mrxsmb.sys","535048","0x20","ARCHIVE","2019-03-12T06:33:19Z","2023-10-06T17:44:24Z","2019-03-12T06:33:19Z","Microsoft Corporation","Windows NT SMB Minirdr","10.0.17763.1 (WinBuild.160101.0800)","MRxSmb.sys","&#169; Microsoft Corporation. All rights reserved.","MRXSMB.Sys.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","3ea7fcff3edcd2402e6773f6149ba78d","39b13e3a118a186103db055876a656f4cdcaaf73","4a6a9718de3f3d2e3acbe941d449a862b269242608b9ddd700d179ca367944f5"
"CrowdResponse","\SystemRoot\system32\DRIVERS\mrxsmb20.sys","0xFFFFF8064BE20000","C:\Windows\system32\DRIVERS\","mrxsmb20.sys","262456","0x20","ARCHIVE","2019-03-12T06:33:19Z","2023-10-06T17:44:24Z","2019-03-12T06:33:19Z","Microsoft Corporation","Longhorn SMB 2.0 Redirector","10.0.17763.348 (WinBuild.160101.0800)","MRxSmb20.sys","&#169; Microsoft Corporation. All rights reserved.","MRXSMB20.Sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.348","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","593bc7f7d1f6485f50673491e731a0d2","2680e8e2f4777a47e64a47c04494e485bba365d4","ce8b8f54f6efcbc418dc44541f5efe17642e1fcdaf778dde3824e7d24c5a683e"
"CrowdResponse","\SystemRoot\system32\DRIVERS\vmmemctl.sys","0xFFFFF8064BE70000","C:\Windows\system32\DRIVERS\","vmmemctl.sys","42512","0x20","ARCHIVE","2020-11-06T12:30:01Z","2023-10-06T17:44:28Z","2020-03-30T15:43:50Z","VMware, Inc.","VMware server memory controller","7.5.5.0","vmmemctl.sys","Copyright &#169; 1998-2019 VMware, Inc.","vmmemctl.sys","VMware server memory controller","7.5.5.0 build-14903665","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","VMware, Inc.","Embedded","b5a85e41b40992c1252f2b54731a7269","da6367ade665a4fe4dae0ea37d889018b5091584","955b64bf4e445c64ce28725d6f2c24aadf0538b0d8c35038acba932e04679c49"
"CrowdResponse","\SystemRoot\System32\DRIVERS\srvnet.sys","0xFFFFF8064BE80000","C:\Windows\System32\DRIVERS\","srvnet.sys","293376","0x20","ARCHIVE","2019-03-12T06:33:19Z","2023-10-06T17:44:26Z","2019-03-12T06:33:19Z","Microsoft Corporation","Server Network driver","10.0.17763.379 (WinBuild.160101.0800)","SRVNET.SYS","&#169; Microsoft Corporation. All rights reserved.","SRVNET.SYS","Microsoft&#174; Windows&#174; Operating System","10.0.17763.379","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d89f5f602e9918bd2ed1b60ba64ec462","ea789e32d268ba06988f0ef1347d2baab8008c5b","6d626469d8db68e5287dbb09d21b9f35191ba088bdd700105ae57e685fd2b634"
"CrowdResponse","\SystemRoot\system32\drivers\mmcss.sys","0xFFFFF8064BED0000","C:\Windows\system32\drivers\","mmcss.sys","51712","0x20","ARCHIVE","2019-03-12T06:33:01Z","2023-10-06T17:44:24Z","2019-03-12T06:33:01Z","Microsoft Corporation","MMCSS Driver","10.0.17763.194 (WinBuild.160101.0800)","mmcss.sys","&#169; Microsoft Corporation. All rights reserved.","mmcss.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.194","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","88980d5263ddf81e9ba4e50c288a421c","a1247717e8065423e58fd70f1f4555b5c0ecc44f","332fc323735807b9714aef1fcdcb56ae9691ed51ad9922edc4ee56e2c5ca99d1"
"CrowdResponse","\SystemRoot\system32\drivers\Ndu.sys","0xFFFFF8064BEF0000","C:\Windows\system32\drivers\","Ndu.sys","132096","0x20","ARCHIVE","2018-09-15T07:29:13Z","2023-10-06T17:44:25Z","2018-09-15T07:29:13Z","Microsoft Corporation","Windows Network Data Usage Monitoring Driver","10.0.17763.1 (WinBuild.160101.0800)","ndu.sys","&#169; Microsoft Corporation. All rights reserved.","ndu.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","5dfb139945f70fa15caf7f3929b932ad","1aaf75cec2cb84d0ab545fa823cc2261f721f020","3f7789fd0b00e95fb98f7952317e7993fa66cacf4ffd847068f0447ecea1b811"
"CrowdResponse","\SystemRoot\System32\DRIVERS\srv2.sys","0xFFFFF8064BF20000","C:\Windows\System32\DRIVERS\","srv2.sys","769536","0x20","ARCHIVE","2019-03-12T06:33:19Z","2023-10-06T17:44:26Z","2019-03-12T06:33:19Z","Microsoft Corporation","Smb 2.0 Server driver","10.0.17763.1 (WinBuild.160101.0800)","SRV2.SYS","&#169; Microsoft Corporation. All rights reserved.","SRV2.SYS.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","66924326519a3a1c822de0b69bd4825f","3c9cba087f2fdfecbb4599eb9ed354c9b3f43a91","256bb4b848477a79d597312b1cc6be20fec9a54af3cc8500975a11c11ec9e135"
"CrowdResponse","\SystemRoot\system32\drivers\peauth.sys","0xFFFFF8064BFF0000","C:\Windows\system32\drivers\","peauth.sys","816640","0x20","ARCHIVE","2018-09-15T07:28:24Z","2023-10-06T17:44:25Z","2018-09-15T07:28:24Z","Microsoft Corporation","Protected Environment Authentication and Authorization Export Driver","10.0.17763.1 (WinBuild.160101.0800)","PEAuth.sys","&#169; Microsoft Corporation. All rights reserved.","PEAuth.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","e4518c35d159a468a789ab216a03ae8c","898650b6588cbc3ab2e3f248746885106e4463dd","09d3b2b0021ab47c36bf7784dae62ec1c90fa94ac4e276d17d7d51c9ee624d63"
"CrowdResponse","\SystemRoot\System32\drivers\tcpipreg.sys","0xFFFFF8064C0D0000","C:\Windows\System32\drivers\","tcpipreg.sys","54272","0x20","ARCHIVE","2018-09-15T07:28:55Z","2023-10-06T17:44:27Z","2018-09-15T07:28:55Z","Microsoft Corporation","TCP/IP Registry Compatibility Driver","10.0.17763.1 (WinBuild.160101.0800)","tcpipreg.sys","&#169; Microsoft Corporation. All rights reserved.","tcpipreg.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","a8766e18a1e2d41301e7a8eefbabcddd","748815c3d4faf79d2cf3c846c6d43b7090d6ea14","0762e146944c40c9d295a11dfbddd72270e75619d209451aad619a531a0eacf2"
"CrowdResponse","\SystemRoot\system32\DRIVERS\vmhgfs.sys","0xFFFFF8064C0F0000","C:\Windows\system32\DRIVERS\","vmhgfs.sys","181264","0x20","ARCHIVE","2020-11-06T12:30:02Z","2023-10-06T17:44:28Z","2020-03-30T15:43:18Z","VMware, Inc.","VMware HGFS File System Driver","11.0.40.0","vmhgfs.sys","Copyright &#169; 1998-2019 VMware, Inc.","vmhgfs.sys","VMware HGFS File System Driver","11.0.40.0 build-14243573","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","VMware, Inc.","Embedded","c5313105e86dc9ef3c2acc3d002e744d","ab104f2cf99f496a1ad8917dba00970580e807df","90b7625c1a59238a7f9dfbc42c5897d99a9b5db79776c9df2825f30b16c6d45b"
"CrowdResponse","\SystemRoot\System32\drivers\condrv.sys","0xFFFFF8064C120000","C:\Windows\System32\drivers\","condrv.sys","60928","0x20","ARCHIVE","2018-09-15T07:28:36Z","2023-10-06T17:44:21Z","2018-09-15T07:28:36Z","Microsoft Corporation","Console Driver","10.0.17763.1 (WinBuild.160101.0800)","condrv.sys","&#169; Microsoft Corporation. All rights reserved.","condrv.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","912b28456292af00a8ebf2b0f90e42b5","b988a1890dfd07ea8ed0e8411948f89a680981b6","eaf349dc12a5368204838be68348ec76512c1ab8d1aaa1b976d59b4478f0b3d5"
"CrowdResponse","\SystemRoot\system32\drivers\wd\WdNisDrv.sys","0xFFFFF8064C140000","C:\Windows\system32\drivers\wd\","WdNisDrv.sys","105864","0x20","ARCHIVE","2023-09-18T10:56:37Z","2023-10-06T17:44:28Z","2023-09-18T10:56:37Z","Microsoft Corporation","Windows Defender Network Stream Filter","4.18.23080.2006 (04d8e871ffe7ba6b2204046883e1ad9b7a5989ce)","wdnisdrv.sys","&#169; Microsoft Corporation. All rights reserved.","wdnisdrv.sys","Microsoft&#174; Windows&#174; Operating System","4.18.23080.2006","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","d69f1c5052b554aeebf69003807a8945","a5a484efe5b82dca4f4012386da6dd6fb2593aa8","422209cfef1954df431bfea8490c0d770a1900941e825edf34f0b720c2a83310"
"CrowdResponse","\SystemRoot\system32\drivers\ndisuio.sys","0xFFFFF8064C160000","C:\Windows\system32\drivers\","ndisuio.sys","69632","0x20","ARCHIVE","2018-09-15T07:28:45Z","2023-10-06T17:44:24Z","2018-09-15T07:28:45Z","Microsoft Corporation","NDIS User mode I/O driver","10.0.17763.1 (WinBuild.160101.0800)","NDISUIO.SYS","&#169; Microsoft Corporation. All rights reserved.","NDISUIO.SYS.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","3bbf4c8bb52dcb265ef71e4f75369c65","140ebd56c5b3a052e1cb55211dc961c042d0ffce","e992646c21c84cf5262c2c08b18859e97db918c190cf960e90da13e920486417"
"CrowdResponse","\SystemRoot\system32\drivers\wimmount.sys","0xFFFFF8064C180000","C:\Windows\system32\drivers\","wimmount.sys","36664","0x20","ARCHIVE","2018-09-15T07:28:42Z","2023-10-06T17:44:28Z","2018-09-15T07:28:42Z","Microsoft Corporation","Wim file system Driver","10.0.17763.1 (WinBuild.160101.0800)","wimfltr.sys","&#169; Microsoft Corporation. All rights reserved.","wimfltr.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","2f304de29f3d5f2360df902084bb5b45","d24c398842cc381ead9e00ad6e88a53c72492d61","785f9b0635a73169b5d46638aeb6c2cdda5fe99374551e5b1fa5cb5ce3de5d7a"
"CrowdResponse","\SystemRoot\SysmonDrv.sys","0xFFFFF8064C1B0000","C:\Windows\","SysmonDrv.sys","171888","0x20","ARCHIVE","2023-09-20T11:11:45Z","2023-10-06T17:46:18Z","2023-09-20T11:11:45Z","Sysinternals - www.sysinternals.com","System activity monitor","15.0","System Monitor","By Mark Russinovich and Thomas Garnier\nCopyright (C) 2014-2023 Microsoft Corporation\nUsing libxml2. libxml2 is Copyright (C) 19","Sysmondrv.sys","Sysinternals Sysmon","15.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows Hardware Compatibility Publisher","Embedded","18e61d5df9de975eeb283d2a375ee962","8c79e73768c07fb7717494a17ec9a14d3ae28435","4ab60556e3005892240759062d95abe9ce02a609e95a3f306b08f17c7cf553e4"
"CrowdResponse","\SystemRoot\System32\drivers\rdpvideominiport.sys","0xFFFFF8064C2C0000","C:\Windows\System32\drivers\","rdpvideominiport.sys","31760","0x20","ARCHIVE","2018-09-15T07:29:21Z","2023-10-06T17:44:25Z","2018-09-15T07:29:21Z","Microsoft Corporation","Microsoft RDP Video Miniport driver","10.0.17763.1 (WinBuild.160101.0800)","rdpvideominiport.sys","&#169; Microsoft Corporation. All rights reserved.","rdpvideominiport.sys","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","0631645a1c5196ba5d5ac6c186cf55fa","666f00663e95ff202e7e8c162ac13ea2801a988a","45f56cfd5c9a8482a48b98161e4b7dbaf32bf33e47411e371222c80466975e3a"
